epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,215.716,1.16525,2.10732,1.55137,0.33315,1,0.33167,0.08238,1.28966,8.01292,1.77974,0.000153846,0.000153846,0.000153846
16,223.001,2.40353,3.40513,2.43969,0.05345,1,0.09045,0.04428,1.41027,5.80516,1.70643,0.000161298,0.000161298,0.000161298
17,229.984,1.55113,2.16696,1.88227,0.10827,1,0.16583,0.06865,1.45915,5.60913,1.67162,0.000168279,0.000168279,0.000168279
18,236.758,1.48362,1.62014,1.49323,0.10827,1,0.16583,0.06865,1.45915,5.60913,1.67162,0.000174788,0.000174788,0.000174788
19,243.616,1.43377,2.0731,1.94912,0.15965,1,0.16583,0.07144,2.01683,8.73702,2.16457,0.000180826,0.000180826,0.000180826
20,251.153,1.24939,2.02636,1.42333,0.15965,1,0.16583,0.07144,2.01683,8.73702,2.16457,0.000186392,0.000186392,0.000186392
21,259.039,1.45474,2.18049,1.5535,0.00667,1,0.05853,0.02341,1.8778,6.14431,2.31756,0.000191486,0.000191486,0.000191486
22,265.743,1.91252,2.20404,1.6561,0.00667,1,0.05853,0.02341,1.8778,6.14431,2.31756,0.000196109,0.000196109,0.000196109
23,272.402,0.85895,1.59266,1.33598,0.00709,1,0.01777,0.00355,1.5953,7.30066,2.14268,0.00020026,0.00020026,0.00020026
24,278.394,0.9973,1.23832,1.194,0.00709,1,0.01777,0.00355,1.5953,7.30066,2.14268,0.00020394,0.00020394,0.00020394
25,284.399,0.79845,1.08977,1.26347,0.00709,1,0.02261,0.00622,1.79542,7.16595,2.2052,0.000207148,0.000207148,0.000207148
26,290.752,1.38749,3.2373,2.08441,0.00709,1,0.02261,0.00622,1.79542,7.16595,2.2052,0.000209884,0.000209884,0.000209884
27,297.446,1.01777,0.98045,1.10038,0.11958,1,0.199,0.0597,2.94916,4.07713,3.15612,0.000212149,0.000212149,0.000212149
28,304.094,0,17.7244,0,0.11958,1,0.199,0.0597,2.94916,4.07713,3.15612,0.000213943,0.000213943,0.000213943
29,310.818,0.81442,2.08233,1.64819,0.92151,1,0.995,0.30002,2.62565,5.82309,3.30286,0.000215265,0.000215265,0.000215265
30,318.631,0.70816,2.04395,1.14424,0.92151,1,0.995,0.30002,2.62565,5.82309,3.30286,0.000216115,0.000216115,0.000216115
31,324.899,1.01054,2.84493,1.45548,0.85234,1,0.995,0.398,2.42944,4.97018,3.34161,0.000216493,0.000216493,0.000216493
32,331.321,1.13237,2.51934,1.4169,0.85234,1,0.995,0.398,2.42944,4.97018,3.34161,0.000216401,0.000216401,0.000216401
33,338.529,1.00213,2.25176,1.42455,0.71521,1,0.995,0.42096,2.08515,5.66202,3.30661,0.000215836,0.000215836,0.000215836
34,346.905,2.79862,3.05096,2.67109,0.71521,1,0.995,0.42096,2.08515,5.66202,3.30661,0.0002148,0.0002148,0.0002148
35,355.662,0.94974,1.03216,1.12342,0.82587,1,0.995,0.44775,1.96156,5.70998,3.25708,0.000213293,0.000213293,0.000213293
36,362.011,1.95443,1.8114,2.16706,0.82587,1,0.995,0.44775,1.96156,5.70998,3.25708,0.000211313,0.000211313,0.000211313
37,369.048,0.93696,1.85895,1.45736,0.95826,1,0.995,0.42785,2.23297,2.50175,3.25782,0.000208863,0.000208863,0.000208863
38,376.458,0.90881,1.25718,1.19794,0.95826,1,0.995,0.42785,2.23297,2.50175,3.25782,0.00020594,0.00020594,0.00020594
39,383.53,1.22447,1.75227,1.75886,0.65425,1,0.995,0.40052,2.09342,3.37121,3.33873,0.000202546,0.000202546,0.000202546
40,389.757,1.34829,1.21455,1.4969,0.65425,1,0.995,0.40052,2.09342,3.37121,3.33873,0.000198681,0.000198681,0.000198681
41,397.357,1.15978,1.12962,1.31281,0.00794,1,0.995,0.398,2.0205,3.74327,3.4092,0.000194344,0.000194344,0.000194344
42,403.777,0.99168,1.17236,1.21685,0.00794,1,0.995,0.398,2.0205,3.74327,3.4092,0.000189535,0.000189535,0.000189535
43,410.022,0.98565,1.07555,1.06552,0.00752,1,0.33167,0.13267,1.97551,3.76957,3.37836,0.000184255,0.000184255,0.000184255
44,416.088,1.22183,1.28213,1.49488,0.00752,1,0.33167,0.13267,1.97551,3.76957,3.37836,0.000178504,0.000178504,0.000178504
45,422.693,1.89225,2.14389,1.7947,0.74816,1,0.995,0.39908,2.0938,3.39521,3.34064,0.00017228,0.00017228,0.00017228
46,428.759,0.70407,1.18176,1.09439,0.74816,1,0.995,0.39908,2.0938,3.39521,3.34064,0.000165585,0.000165585,0.000165585
47,435.257,0.66767,0.85027,1.0616,0.6184,1,0.995,0.40511,1.94306,3.17287,3.18052,0.000158419,0.000158419,0.000158419
48,442.146,0.57614,0.84042,1.0275,0.6184,1,0.995,0.40511,1.94306,3.17287,3.18052,0.000150781,0.000150781,0.000150781
49,450.602,1.13757,1.23665,1.42415,0.52029,1,0.995,0.40593,1.62232,3.34335,2.95358,0.000142671,0.000142671,0.000142671
50,468.364,0.81907,1.16133,1.39222,0.52029,1,0.995,0.40593,1.62232,3.34335,2.95358,0.00013409,0.00013409,0.00013409
51,484.391,0.57696,1.06072,0.97511,0.85856,1,0.995,0.42589,1.7254,2.70075,3.06913,0.000125037,0.000125037,0.000125037
1,7.13383,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
2,15.7443,2.73482,4.33979,2.80627,0.00633,1,0.04975,0.02373,1.77167,5.8931,2.7879,1.40542e-05,1.40542e-05,1.40542e-05
3,23.4688,1.8298,6.16402,2.25732,0.00617,1,0.11056,0.05064,1.7598,6.29454,2.72956,2.76369e-05,2.76369e-05,2.76369e-05
4,30.5604,2.2453,5.48032,2.16239,0.00581,1,0.0995,0.0426,1.69414,7.78659,2.63926,4.07479e-05,4.07479e-05,4.07479e-05
5,36.7231,2.0324,3.16768,2.46729,0.01064,1,0.03685,0.01106,1.6403,13.0935,2.54008,5.33874e-05,5.33874e-05,5.33874e-05
6,43.0496,1.51568,2.45975,1.8268,0.01064,1,0.03685,0.01106,1.60761,36.3714,2.40734,6.55554e-05,6.55554e-05,6.55554e-05
7,51.1194,1.90466,3.43195,2.07802,0.01064,1,0.03685,0.01106,1.67449,55.3817,2.26719,7.72517e-05,7.72517e-05,7.72517e-05
8,58.2231,1.79755,2.55049,1.51885,0.01064,1,0.03685,0.01106,1.32702,166.384,2.14116,8.84765e-05,8.84765e-05,8.84765e-05
9,65.5175,1.23183,3.15701,1.44191,0.01064,1,0.03685,0.01106,1.09507,145.115,2.00214,9.92298e-05,9.92298e-05,9.92298e-05
10,72.3659,1.55873,2.43604,1.79405,0.01064,1,0.03685,0.01106,1.47226,65.631,1.94875,0.000109511,0.000109511,0.000109511
11,78.3736,1.82069,1.54885,1.60464,0.01064,1,0.03685,0.01106,1.64018,35.9115,1.90393,0.000119322,0.000119322,0.000119322
12,84.7234,1.1788,2.45682,1.57401,0.025,1,0.06633,0.0199,1.42327,26.0135,2.04244,0.00012866,0.00012866,0.00012866
13,90.3558,1.91008,3.3021,2.17232,0.0122,1,0.06633,0.03056,1.59751,19.0303,2.37718,0.000137527,0.000137527,0.000137527
14,97.5759,1.71276,2.3085,2.43161,0.85701,1,0.995,0.16744,2.09433,7.92385,3.04871,0.000145922,0.000145922,0.000145922
15,104.392,1.19684,2.03039,1.58816,0.8466,1,0.995,0.40169,1.58656,9.19448,2.90187,0.000153846,0.000153846,0.000153846
16,111.189,2.65794,3.14354,2.71972,0.87622,1,0.995,0.49922,1.42685,8.5984,2.77028,0.000161298,0.000161298,0.000161298
17,117.547,1.05985,1.78742,1.50527,0.93551,1,0.995,0.597,1.55559,5.59032,2.69402,0.000168279,0.000168279,0.000168279
18,123.723,1.64146,2.10981,1.54054,0.93551,1,0.995,0.597,1.55559,5.59032,2.69402,0.000174788,0.000174788,0.000174788
19,130.274,1.40571,1.93745,2.0519,0.52587,1,0.995,0.597,1.54346,4.55236,2.63585,0.000180826,0.000180826,0.000180826
20,138.653,1.28939,2.0085,1.5192,0.52587,1,0.995,0.597,1.54346,4.55236,2.63585,0.000186392,0.000186392,0.000186392
21,145.91,1.26096,1.97113,1.34573,0.00535,1,0.02314,0.009,1.50299,5.57822,2.26293,0.000191486,0.000191486,0.000191486
22,151.403,2.26759,3.00356,1.81816,0.00535,1,0.02314,0.009,1.50299,5.57822,2.26293,0.000196109,0.000196109,0.000196109
23,157.022,1.10297,1.89453,1.51153,0.005,1,0.00721,0.00525,1.55988,7.57311,1.99171,0.00020026,0.00020026,0.00020026
24,162.206,1.32258,1.93069,1.35841,0.005,1,0.00721,0.00525,1.55988,7.57311,1.99171,0.00020394,0.00020394,0.00020394
25,167.646,0.573,0.97393,1.19384,0.00535,1,0.01913,0.00869,1.42925,7.12631,2.09254,0.000207148,0.000207148,0.000207148
26,172.839,1.3808,3.03139,1.92462,0.00535,1,0.01913,0.00869,1.42925,7.12631,2.09254,0.000209884,0.000209884,0.000209884
27,180.857,0.895,1.19217,1.03781,0.00585,1,0.02163,0.00657,1.5479,6.17008,1.88062,0.000212149,0.000212149,0.000212149
28,186.073,0,36.3822,0,0.00585,1,0.02163,0.00657,1.5479,6.17008,1.88062,0.000213943,0.000213943,0.000213943
29,191.655,0.64974,3.54944,1.41353,0.42641,0.85282,0.4975,0.10276,1.81721,6.16463,2.27663,0.000215265,0.000215265,0.000215265
30,197.338,0.88318,1.22529,1.12797,0.42641,0.85282,0.4975,0.10276,1.81721,6.16463,2.27663,0.000216115,0.000216115,0.000216115
31,203.034,0.93832,2.91369,1.45862,0.89916,1,0.995,0.20392,1.90376,4.90461,2.76297,0.000216493,0.000216493,0.000216493
32,208.407,1.49262,2.51795,1.7183,0.89916,1,0.995,0.20392,1.90376,4.90461,2.76297,0.000216401,0.000216401,0.000216401
33,214.726,1.70057,2.99582,1.59907,0.96423,1,0.995,0.24875,2.38026,4.06886,3.59435,0.000215836,0.000215836,0.000215836
34,220.417,2.77096,3.37722,2.66886,0.96423,1,0.995,0.24875,2.38026,4.06886,3.59435,0.0002148,0.0002148,0.0002148
35,226.121,0.95003,0.95452,1.0973,0.91353,1,0.995,0.21558,2.67847,5.19609,3.77433,0.000213293,0.000213293,0.000213293
