epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
6,43.8947,1.51568,2.45975,1.8268,0.01064,1,0.03685,0.01106,1.60761,36.3714,2.40734,6.55554e-05,6.55554e-05,6.55554e-05
7,67.3064,1.90466,3.43195,2.07802,0.01064,1,0.03685,0.01106,1.67449,55.3817,2.26719,7.72517e-05,7.72517e-05,7.72517e-05
8,73.1015,1.79755,2.55049,1.51885,0.01064,1,0.03685,0.01106,1.32702,166.384,2.14116,8.84765e-05,8.84765e-05,8.84765e-05
9,78.8753,1.23183,3.15701,1.44191,0.01064,1,0.03685,0.01106,1.09507,145.115,2.00214,9.92298e-05,9.92298e-05,9.92298e-05
10,84.6097,1.55873,2.43604,1.79405,0.01064,1,0.03685,0.01106,1.47226,65.631,1.94875,0.000109511,0.000109511,0.000109511
11,90.9665,1.82069,1.54885,1.60464,0.01064,1,0.03685,0.01106,1.64018,35.9115,1.90393,0.000119322,0.000119322,0.000119322
12,96.8223,1.1788,2.45682,1.57401,0.025,1,0.06633,0.0199,1.42327,26.0135,2.04244,0.00012866,0.00012866,0.00012866
13,103.937,1.91008,3.3021,2.17232,0.0122,1,0.06633,0.03056,1.59751,19.0303,2.37718,0.000137527,0.000137527,0.000137527
14,110.906,1.71276,2.3085,2.43161,0.85701,1,0.995,0.16744,2.09433,7.92385,3.04871,0.000145922,0.000145922,0.000145922
15,117.6,1.19684,2.03039,1.58816,0.8466,1,0.995,0.40169,1.58656,9.19448,2.90187,0.000153846,0.000153846,0.000153846
16,124.972,2.65794,3.14354,2.71972,0.87622,1,0.995,0.49922,1.42685,8.5984,2.77028,0.000161298,0.000161298,0.000161298
17,133.029,1.05985,1.78742,1.50527,0.93551,1,0.995,0.597,1.55559,5.59032,2.69402,0.000168279,0.000168279,0.000168279
18,139.061,1.58743,2.0856,1.53422,0.93551,1,0.995,0.597,1.55559,5.59032,2.69402,0.000174788,0.000174788,0.000174788
19,146.168,1.40571,1.93745,2.0519,0.42308,1,0.4975,0.2985,1.51103,4.62686,2.56443,0.000180826,0.000180826,0.000180826
20,153.068,1.28172,1.98911,1.51535,0.42308,1,0.4975,0.2985,1.51103,4.62686,2.56443,0.000186392,0.000186392,0.000186392
21,158.678,1.24635,1.90912,1.3409,0.00562,1,0.02261,0.00915,1.40224,6.04569,2.21362,0.000191486,0.000191486,0.000191486
22,163.901,2.17634,3.10511,1.75261,0.00562,1,0.02261,0.00915,1.40224,6.04569,2.21362,0.000196109,0.000196109,0.000196109
23,169.384,1.08107,1.83169,1.46809,0.00526,1,0.00754,0.00377,1.72585,6.69987,2.00854,0.00020026,0.00020026,0.00020026
24,174.71,1.38694,1.66367,1.33954,0.00526,1,0.00754,0.00377,1.72585,6.69987,2.00854,0.00020394,0.00020394,0.00020394
25,180.229,0.60464,1.0653,1.20609,0.00521,1,0.02073,0.0067,1.75719,7.04261,2.04329,0.000207148,0.000207148,0.000207148
26,185.346,1.46297,3.58479,1.9984,0.00521,1,0.02073,0.0067,1.75719,7.04261,2.04329,0.000209884,0.000209884,0.000209884
27,190.844,0.78852,1.24724,1.01846,0.00585,1,0.02427,0.01213,1.7838,5.25893,1.99132,0.000212149,0.000212149,0.000212149
28,195.906,0,29.5324,0,0.00585,1,0.02427,0.01213,1.7838,5.25893,1.99132,0.000213943,0.000213943,0.000213943
29,201.327,0.67068,3.92721,1.46183,0.00588,1,0.02843,0.02274,1.52351,8.10391,2.01713,0.000215265,0.000215265,0.000215265
30,206.262,0.9798,1.25834,1.1566,0.00588,1,0.02843,0.02274,1.52351,8.10391,2.01713,0.000216115,0.000216115,0.000216115
31,211.638,0.83942,3.01479,1.4171,0.47935,1,0.995,0.11231,1.66766,6.6377,2.54839,0.000216493,0.000216493,0.000216493
32,216.685,1.52022,2.21581,1.66054,0.47935,1,0.995,0.11231,1.66766,6.6377,2.54839,0.000216401,0.000216401,0.000216401
33,222.05,1.26243,2.78977,1.45348,0.88627,1,0.995,0.18407,2.47116,5.51678,3.73236,0.000215836,0.000215836,0.000215836
1,38.4543,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
1,10.0135,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
2,18.3679,2.73482,4.33979,2.80627,0.00633,1,0.04975,0.02373,1.77167,5.8931,2.7879,1.40542e-05,1.40542e-05,1.40542e-05
3,25.8399,1.8298,6.16402,2.25732,0.00617,1,0.11056,0.05064,1.7598,6.29454,2.72956,2.76369e-05,2.76369e-05,2.76369e-05
4,36.039,2.2453,5.48032,2.16239,0.00581,1,0.0995,0.0426,1.69414,7.78659,2.63926,4.07479e-05,4.07479e-05,4.07479e-05
5,43.6256,2.0324,3.16768,2.46729,0.01064,1,0.03685,0.01106,1.6403,13.0935,2.54008,5.33874e-05,5.33874e-05,5.33874e-05
6,50.6143,1.51568,2.45975,1.8268,0.01064,1,0.03685,0.01106,1.60761,36.3714,2.40734,6.55554e-05,6.55554e-05,6.55554e-05
7,57.5003,1.90466,3.43195,2.07802,0.01064,1,0.03685,0.01106,1.67449,55.3817,2.26719,7.72517e-05,7.72517e-05,7.72517e-05
8,64.9457,1.79755,2.55049,1.51885,0.01064,1,0.03685,0.01106,1.32702,166.384,2.14116,8.84765e-05,8.84765e-05,8.84765e-05
9,72.0047,1.23183,3.15701,1.44191,0.01064,1,0.03685,0.01106,1.09507,145.115,2.00214,9.92298e-05,9.92298e-05,9.92298e-05
10,78.3397,1.55873,2.43604,1.79405,0.01064,1,0.03685,0.01106,1.47226,65.631,1.94875,0.000109511,0.000109511,0.000109511
11,84.5,1.82069,1.54885,1.60464,0.01064,1,0.03685,0.01106,1.64018,35.9115,1.90393,0.000119322,0.000119322,0.000119322
12,92.7137,1.1788,2.45682,1.57401,0.025,1,0.06633,0.0199,1.42327,26.0135,2.04244,0.00012866,0.00012866,0.00012866
13,100.652,1.91008,3.3021,2.17232,0.0122,1,0.06633,0.03056,1.59751,19.0303,2.37718,0.000137527,0.000137527,0.000137527
14,108.319,1.71276,2.3085,2.43161,0.85701,1,0.995,0.16744,2.09433,7.92385,3.04871,0.000145922,0.000145922,0.000145922
15,114.851,1.19684,2.03039,1.58816,0.8466,1,0.995,0.40169,1.58656,9.19448,2.90187,0.000153846,0.000153846,0.000153846
16,121.106,2.65794,3.14354,2.71972,0.87622,1,0.995,0.49922,1.42685,8.5984,2.77028,0.000161298,0.000161298,0.000161298
17,129.134,1.05985,1.78742,1.50527,0.93551,1,0.995,0.597,1.55559,5.59032,2.69402,0.000168279,0.000168279,0.000168279
18,139.272,1.64146,2.10981,1.54054,0.93551,1,0.995,0.597,1.55559,5.59032,2.69402,0.000174788,0.000174788,0.000174788
19,147.945,1.40571,1.93745,2.0519,0.52587,1,0.995,0.597,1.54346,4.55236,2.63585,0.000180826,0.000180826,0.000180826
20,155.782,1.28939,2.0085,1.5192,0.52587,1,0.995,0.597,1.54346,4.55236,2.63585,0.000186392,0.000186392,0.000186392
21,165.502,1.26096,1.97113,1.34573,0.00535,1,0.02314,0.009,1.50299,5.57822,2.26293,0.000191486,0.000191486,0.000191486
22,176.906,2.26759,3.00356,1.81816,0.00535,1,0.02314,0.009,1.50299,5.57822,2.26293,0.000196109,0.000196109,0.000196109
23,185.219,1.10297,1.89453,1.51153,0.005,1,0.00721,0.00525,1.55988,7.57311,1.99171,0.00020026,0.00020026,0.00020026
24,193.29,1.32258,1.93069,1.35841,0.005,1,0.00721,0.00525,1.55988,7.57311,1.99171,0.00020394,0.00020394,0.00020394
25,198.955,0.573,0.97393,1.19384,0.00535,1,0.01913,0.00869,1.42925,7.12631,2.09254,0.000207148,0.000207148,0.000207148
26,204.085,1.3808,3.03139,1.92462,0.00535,1,0.01913,0.00869,1.42925,7.12631,2.09254,0.000209884,0.000209884,0.000209884
27,209.093,0.895,1.19217,1.03781,0.00585,1,0.02163,0.00657,1.5479,6.17008,1.88062,0.000212149,0.000212149,0.000212149
28,213.752,0,36.3822,0,0.00585,1,0.02163,0.00657,1.5479,6.17008,1.88062,0.000213943,0.000213943,0.000213943
29,219.19,0.64974,3.54944,1.41353,0.42641,0.85282,0.4975,0.10276,1.81721,6.16463,2.27663,0.000215265,0.000215265,0.000215265
30,224.05,0.88318,1.22529,1.12797,0.42641,0.85282,0.4975,0.10276,1.81721,6.16463,2.27663,0.000216115,0.000216115,0.000216115
31,229.261,0.93832,2.91369,1.45862,0.89916,1,0.995,0.20392,1.90376,4.90461,2.76297,0.000216493,0.000216493,0.000216493
32,234.593,1.49262,2.51795,1.7183,0.89916,1,0.995,0.20392,1.90376,4.90461,2.76297,0.000216401,0.000216401,0.000216401
33,240.312,1.70057,2.99582,1.59907,0.96423,1,0.995,0.24875,2.38026,4.06886,3.59435,0.000215836,0.000215836,0.000215836
34,245.237,2.77096,3.37722,2.66886,0.96423,1,0.995,0.24875,2.38026,4.06886,3.59435,0.0002148,0.0002148,0.0002148
35,251.309,0.95003,0.95452,1.0973,0.91353,1,0.995,0.21558,2.67847,5.19609,3.77433,0.000213293,0.000213293,0.000213293
1,11.4032,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
2,20.7383,2.73482,4.33979,2.80627,0.00633,1,0.04975,0.02373,1.77167,5.8931,2.7879,1.40542e-05,1.40542e-05,1.40542e-05
3,35.3218,1.8298,6.16402,2.25732,0.00617,1,0.11056,0.05064,1.7598,6.29454,2.72956,2.76369e-05,2.76369e-05,2.76369e-05
4,99.2556,2.2453,5.48032,2.16239,0.00581,1,0.0995,0.0426,1.69414,7.78659,2.63926,4.07479e-05,4.07479e-05,4.07479e-05
5,107.24,2.0324,3.16768,2.46729,0.01064,1,0.03685,0.01106,1.6403,13.0935,2.54008,5.33874e-05,5.33874e-05,5.33874e-05
6,116.234,1.51568,2.45975,1.8268,0.01064,1,0.03685,0.01106,1.60761,36.3714,2.40734,6.55554e-05,6.55554e-05,6.55554e-05
7,123.435,1.90466,3.43195,2.07802,0.01064,1,0.03685,0.01106,1.67449,55.3817,2.26719,7.72517e-05,7.72517e-05,7.72517e-05
8,130.003,2.28378,2.78836,1.69261,0.01064,1,0.03685,0.01106,1.40333,131.87,2.13209,8.84765e-05,8.84765e-05,8.84765e-05
9,136.243,1.20891,3.19842,1.43558,0.01064,1,0.03685,0.01106,1.4038,87.4887,2.05599,9.92298e-05,9.92298e-05,9.92298e-05
10,142.288,1.44059,2.38583,1.7029,0.01064,1,0.03685,0.01106,1.58984,48.7707,2.01113,0.000109511,0.000109511,0.000109511
11,148.946,1.73976,1.87702,1.56078,0.05882,1,0.05853,0.01756,1.48596,38.1419,1.91912,0.000119322,0.000119322,0.000119322
12,155.238,1.06244,2.43144,1.55408,0.10792,1,0.12437,0.02985,1.42762,25.7458,2.04852,0.00012866,0.00012866,0.00012866
13,161.458,1.76644,3.29372,2.07457,0.12818,1,0.14214,0.04713,1.5787,14.6368,2.1952,0.000137527,0.000137527,0.000137527
14,168.589,1.73564,2.28727,2.5002,0.83171,1,0.995,0.17488,1.90632,7.66341,2.6777,0.000145922,0.000145922,0.000145922
15,175.679,1.24539,2.28327,1.63801,0.8868,1,0.995,0.14618,1.85954,6.70064,2.39616,0.000153846,0.000153846,0.000153846
16,181.451,2.39557,3.29477,2.47411,0.67276,1,0.995,0.26406,1.53953,7.483,1.94744,0.000161298,0.000161298,0.000161298
17,191.182,1.01901,2.10345,1.57124,0.45975,0.9195,0.4975,0.14825,1.35759,9.21202,1.82285,0.000168279,0.000168279,0.000168279
18,196.751,1.44857,1.82236,1.52551,0.45975,0.9195,0.4975,0.14825,1.35759,9.21202,1.82285,0.000174788,0.000174788,0.000174788
19,202.467,1.2311,1.843,1.88985,0.06902,1,0.16583,0.04832,2.04822,5.89377,2.19213,0.000180826,0.000180826,0.000180826
20,207.981,1.05607,1.80301,1.37309,0.06902,1,0.16583,0.04832,2.04822,5.89377,2.19213,0.000186392,0.000186392,0.000186392
21,213.935,1.30095,1.86303,1.38959,0.06234,1,0.33167,0.0734,2.45663,6.85492,2.818,0.000191486,0.000191486,0.000191486
22,219.811,1.85144,3.18743,1.66583,0.06234,1,0.33167,0.0734,2.45663,6.85492,2.818,0.000196109,0.000196109,0.000196109
23,227.317,1.1931,1.6937,1.48272,0.00565,1,0.04975,0.01221,2.18337,8.37317,2.63503,0.00020026,0.00020026,0.00020026
24,232.755,1.26704,2.17423,1.3432,0.00565,1,0.04975,0.01221,2.18337,8.37317,2.63503,0.00020394,0.00020394,0.00020394
25,238.751,0.62094,1.24627,1.2003,0.00568,1,0.04975,0.02016,1.94048,6.62812,2.20082,0.000207148,0.000207148,0.000207148
26,244.34,1.46645,2.61754,2.13255,0.00568,1,0.04975,0.02016,1.94048,6.62812,2.20082,0.000209884,0.000209884,0.000209884
27,250.027,0.84192,1.0687,1.07679,0.47318,0.94636,0.4975,0.34825,1.67119,4.98439,1.85636,0.000212149,0.000212149,0.000212149
28,255.927,0,22.2954,0,0.47318,0.94636,0.4975,0.34825,1.67119,4.98439,1.85636,0.000213943,0.000213943,0.000213943
29,262.601,0.85428,2.41403,1.33294,0.83398,1,0.995,0.597,1.63516,5.14122,1.82146,0.000215265,0.000215265,0.000215265
30,269.793,0.74986,1.6491,1.12607,0.83398,1,0.995,0.597,1.63516,5.14122,1.82146,0.000216115,0.000216115,0.000216115
31,276.656,1.18996,2.26131,1.38623,0.94578,1,0.995,0.597,1.46627,4.50299,1.66115,0.000216493,0.000216493,0.000216493
32,282.436,1.23858,2.2863,1.51035,0.94578,1,0.995,0.597,1.46627,4.50299,1.66115,0.000216401,0.000216401,0.000216401
33,289.424,1.01544,1.77795,1.24885,0.9287,1,0.995,0.597,1.5529,4.52735,1.70244,0.000215836,0.000215836,0.000215836
34,295.395,2.72848,3.39771,2.49652,0.9287,1,0.995,0.597,1.5529,4.52735,1.70244,0.0002148,0.0002148,0.0002148
35,301.777,0.81711,1.14169,1.00722,0.93497,1,0.995,0.597,1.89008,3.44837,1.93654,0.000213293,0.000213293,0.000213293
36,308.596,1.3754,1.62679,1.24663,0.93497,1,0.995,0.597,1.89008,3.44837,1.93654,0.000211313,0.000211313,0.000211313
37,314.555,1.07358,2.1891,1.44134,0.18593,1,0.4975,0.1194,1.7707,4.32775,2.42096,0.000208863,0.000208863,0.000208863
38,320.373,0.86216,1.31393,1.06837,0.18593,1,0.4975,0.1194,1.7707,4.32775,2.42096,0.00020594,0.00020594,0.00020594
39,326.185,0.98782,1.94235,1.50494,0.81334,1,0.995,0.50012,1.42859,4.95016,1.79353,0.000202546,0.000202546,0.000202546
40,331.541,1.13989,1.34976,1.17234,0.81334,1,0.995,0.50012,1.42859,4.95016,1.79353,0.000198681,0.000198681,0.000198681
41,337.336,0.79455,1.00012,1.08358,0.64575,1,0.995,0.6965,1.05685,5.86872,1.71112,0.000194344,0.000194344,0.000194344
42,344.541,1.00264,1.76123,1.23786,0.64575,1,0.995,0.6965,1.05685,5.86872,1.71112,0.000189535,0.000189535,0.000189535
43,350.982,0.81547,1.23356,1.132,0.06592,1,0.0995,0.06603,1.05976,4.94198,1.87934,0.000184255,0.000184255,0.000184255
44,356.302,1.05639,2.16869,1.34766,0.06592,1,0.0995,0.06603,1.05976,4.94198,1.87934,0.000178504,0.000178504,0.000178504
45,362.463,1.51409,2.00019,1.8879,0.11394,1,0.14214,0.05001,1.24215,4.63572,1.9875,0.00017228,0.00017228,0.00017228
46,367.694,0.75957,1.22919,1.06668,0.11394,1,0.14214,0.05001,1.24215,4.63572,1.9875,0.000165585,0.000165585,0.000165585
47,373.25,1.04931,1.54737,1.30657,0.14278,1,0.16583,0.02489,1.7662,4.70707,2.54193,0.000158419,0.000158419,0.000158419
48,378.697,0.84111,0.83579,1.13749,0.14278,1,0.16583,0.02489,1.7662,4.70707,2.54193,0.000150781,0.000150781,0.000150781
49,384.618,0.88792,1.19023,1.39753,0.00606,1,0.02117,0.00706,1.87801,4.50122,2.50691,0.000142671,0.000142671,0.000142671
50,417.084,0.9475,1.27796,1.67768,0.00606,1,0.02117,0.00706,1.87801,4.50122,2.50691,0.00013409,0.00013409,0.00013409
1,80.1929,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
2,105.726,2.73482,4.33979,2.80627,0.00633,1,0.04975,0.02373,1.77167,5.8931,2.7879,1.40542e-05,1.40542e-05,1.40542e-05
1,50.1464,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
2,59.4904,2.73482,4.33979,2.80627,0.00633,1,0.04975,0.02373,1.77167,5.8931,2.7879,1.40542e-05,1.40542e-05,1.40542e-05
3,66.4145,1.8298,6.16402,2.25732,0.00617,1,0.11056,0.05064,1.7598,6.29454,2.72956,2.76369e-05,2.76369e-05,2.76369e-05
4,73.4424,2.2453,5.48032,2.16239,0.00581,1,0.0995,0.0426,1.69414,7.78659,2.63926,4.07479e-05,4.07479e-05,4.07479e-05
5,79.879,1.95226,3.08233,2.27513,0.0098,1,0.03431,0.01029,1.59663,13.6283,2.54275,5.33874e-05,5.33874e-05,5.33874e-05
6,87.3413,1.55,2.46906,1.83754,0.0098,1,0.03431,0.01029,1.36311,38.3737,2.33105,6.55554e-05,6.55554e-05,6.55554e-05
7,94.532,2.00178,3.44716,2.08397,0.0098,1,0.03431,0.01029,1.49905,71.1611,2.22519,7.72517e-05,7.72517e-05,7.72517e-05
8,100.565,1.75297,2.62838,1.4608,0.0098,1,0.03431,0.01029,1.58439,121.829,2.12938,8.84765e-05,8.84765e-05,8.84765e-05
9,109.216,1.31136,3.92408,1.45012,0.0098,1,0.03431,0.01029,1.6461,47.8778,2.04168,9.92298e-05,9.92298e-05,9.92298e-05
10,116.566,1.59742,2.62699,1.72556,0.0098,1,0.03431,0.01029,1.61584,23.1511,1.99078,0.000109511,0.000109511,0.000109511
11,122.889,1.80863,1.70035,1.48728,0.0098,1,0.03431,0.01029,1.57451,15.3928,1.98398,0.000119322,0.000119322,0.000119322
12,129.766,1.23906,2.48491,1.6531,0.01087,1,0.01309,0.00578,1.34112,11.3816,1.77875,0.00012866,0.00012866,0.00012866
13,136.414,1.60139,2.77201,1.7759,0.00763,1,0.01485,0.01188,1.11185,11.3567,1.68192,0.000137527,0.000137527,0.000137527
14,142.061,1.54196,2.5127,2.12163,0.29768,1,0.4975,0.13432,1.25175,11.3904,1.79718,0.000145922,0.000145922,0.000145922
15,149.93,1.55272,1.99878,1.7737,0.44796,1,0.4975,0.17689,1.56627,7.98894,2.09661,0.000153846,0.000153846,0.000153846
16,167.77,2.54922,2.95886,2.48396,0.61065,1,0.995,0.40565,1.8854,4.50959,2.49772,0.000161298,0.000161298,0.000161298
17,179.226,1.42074,2.10741,1.65726,0.4985,1,0.995,0.40478,1.93196,4.81558,2.83671,0.000168279,0.000168279,0.000168279
18,184.705,1.58893,2.03928,1.51209,0.4985,1,0.995,0.40478,1.93196,4.81558,2.83671,0.000174788,0.000174788,0.000174788
19,190.252,0.83907,2.33519,1.84142,0.13436,1,0.995,0.40143,1.7864,5.04783,3.02049,0.000180826,0.000180826,0.000180826
20,195.311,1.18273,2.33322,1.31197,0.13436,1,0.995,0.40143,1.7864,5.04783,3.02049,0.000186392,0.000186392,0.000186392
21,200.986,1.82705,2.69619,1.77111,0.00719,1,0.24875,0.10392,2.01995,4.49982,2.99047,0.000191486,0.000191486,0.000191486
22,206.358,1.57243,2.29964,1.43382,0.00719,1,0.24875,0.10392,2.01995,4.49982,2.99047,0.000196109,0.000196109,0.000196109
23,212.08,0.96822,1.65971,1.3595,0.00735,1,0.01309,0.00711,1.71116,5.43071,2.0554,0.00020026,0.00020026,0.00020026
24,217.299,1.34778,1.98005,1.34387,0.00735,1,0.01309,0.00711,1.71116,5.43071,2.0554,0.00020394,0.00020394,0.00020394
25,223.019,0.89154,1.07449,1.41317,0.0073,1,0.02073,0.00813,1.40714,4.90541,1.73791,0.000207148,0.000207148,0.000207148
26,228.47,1.51951,2.87,2.10489,0.0073,1,0.02073,0.00813,1.40714,4.90541,1.73791,0.000209884,0.000209884,0.000209884
27,234.243,0.98021,0.94924,1.06737,0.00606,1,0.02261,0.01126,1.21712,5.12163,1.564,0.000212149,0.000212149,0.000212149
28,239.583,0,24.635,0,0.00606,1,0.02261,0.01126,1.21712,5.12163,1.564,0.000213943,0.000213943,0.000213943
29,245.271,1.05225,4.17544,1.84634,0.00513,1,0.01951,0.01112,1.1347,4.90454,1.53696,0.000215265,0.000215265,0.000215265
30,250.591,0.89361,1.72881,1.1631,0.00513,1,0.01951,0.01112,1.1347,4.90454,1.53696,0.000216115,0.000216115,0.000216115
31,256.128,0.72494,2.55808,1.31949,0.00472,1,0.00888,0.00598,1.18785,5.06635,1.61386,0.000216493,0.000216493,0.000216493
1,10.2261,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
2,18.4145,2.73482,4.33979,2.80627,0.00633,1,0.04975,0.02373,1.77167,5.8931,2.7879,1.40542e-05,1.40542e-05,1.40542e-05
3,25.4944,1.8298,6.16402,2.25732,0.00617,1,0.11056,0.05064,1.7598,6.29454,2.72956,2.76369e-05,2.76369e-05,2.76369e-05
4,33.262,2.2453,5.48032,2.16239,0.00581,1,0.0995,0.0426,1.69414,7.78659,2.63926,4.07479e-05,4.07479e-05,4.07479e-05
5,39.9251,2.03531,3.26574,2.47759,0.0101,1,0.03685,0.01275,1.62858,13.4959,2.53263,5.33874e-05,5.33874e-05,5.33874e-05
6,48.5782,1.50916,2.39847,1.83852,0.0101,1,0.03685,0.01275,1.47316,37.0458,2.37148,6.55554e-05,6.55554e-05,6.55554e-05
7,55.5869,2.20718,3.5647,2.20351,0.0101,1,0.03685,0.01275,1.52146,66.285,2.24474,7.72517e-05,7.72517e-05,7.72517e-05
8,62.6272,2.48236,2.61076,1.86258,0.0101,1,0.03685,0.01275,1.55016,78.3664,2.15951,8.84765e-05,8.84765e-05,8.84765e-05
9,69.0782,1.16366,3.78073,1.42955,0.0101,1,0.03685,0.01275,1.60545,52.3341,2.12077,9.92298e-05,9.92298e-05,9.92298e-05
10,76.0116,1.13663,2.46064,1.65773,0.0101,1,0.03685,0.01275,1.54289,29.4493,1.93825,0.000109511,0.000109511,0.000109511
11,82.6973,2.04573,1.61844,1.56591,0.0101,1,0.03685,0.01275,1.4704,16.3601,1.82642,0.000119322,0.000119322,0.000119322
12,90.1741,1.25084,2.62044,1.6243,0.01923,1,0.02314,0.00463,1.47572,10.0138,1.80489,0.00012866,0.00012866,0.00012866
13,99.5097,1.59139,2.89655,1.90229,0.01266,1,0.06633,0.01327,1.4475,8.5305,1.88757,0.000137527,0.000137527,0.000137527
14,105.206,1.62492,3.11233,2.21315,0.49686,0.99372,0.4975,0.12935,1.30649,7.04845,1.82363,0.000145922,0.000145922,0.000145922
15,111.877,1.37063,1.69977,1.58844,0.45869,1,0.4975,0.398,1.00875,6.05714,1.68994,0.000153846,0.000153846,0.000153846
16,119.079,1.31843,1.98965,1.47554,0.44652,1,0.4975,0.44775,0.80572,6.37071,1.62313,0.000161298,0.000161298,0.000161298
17,126.071,1.03588,1.58164,1.51557,0.31749,1,0.4975,0.34825,0.98654,6.79903,1.59409,0.000168279,0.000168279,0.000168279
18,131.852,1.43186,2.12382,1.49081,0.31749,1,0.4975,0.34825,0.98654,6.79903,1.59409,0.000174788,0.000174788,0.000174788
19,138.286,1.30527,1.82644,2.01194,0.00719,1,0.02843,0.01041,1.91511,6.12044,2.66393,0.000180826,0.000180826,0.000180826
20,143.759,1.24562,1.98819,1.29573,0.00719,1,0.02843,0.01041,1.91511,6.12044,2.66393,0.000186392,0.000186392,0.000186392
21,150.137,1.2363,2.43681,1.46163,0.0069,1,0.01228,0.00512,1.59323,8.15225,1.96449,0.000191486,0.000191486,0.000191486
22,564.586,1.84953,2.33993,1.52933,0.0069,1,0.01228,0.00512,1.59323,8.15225,1.96449,0.000196109,0.000196109,0.000196109
23,595.453,0.692,1.34753,1.19054,0.00704,1,0.01777,0.01007,1.63168,9.12221,1.81721,0.00020026,0.00020026,0.00020026
24,607.116,1.56605,1.26377,1.31817,0.00704,1,0.01777,0.01007,1.63168,9.12221,1.81721,0.00020394,0.00020394,0.00020394
25,613.518,0.71369,0.95405,1.28076,0.0167,1,0.02117,0.01033,1.88584,11.9927,2.03416,0.000207148,0.000207148,0.000207148
26,619.418,1.5227,2.06913,2.06096,0.0167,1,0.02117,0.01033,1.88584,11.9927,2.03416,0.000209884,0.000209884,0.000209884
27,627.47,0.948,0.79511,1.00565,0.02057,1,0.02427,0.01308,2.02253,17.8604,2.30715,0.000212149,0.000212149,0.000212149
28,634.201,0,22.6759,0,0.02057,1,0.02427,0.01308,2.02253,17.8604,2.30715,0.000213943,0.000213943,0.000213943
29,640.238,0.7517,2.89754,1.49692,0.03384,1,0.03554,0.0154,2.10616,26.5227,3.00598,0.000215265,0.000215265,0.000215265
30,645.894,0.89661,1.26111,1.21772,0.03384,1,0.03554,0.0154,2.10616,26.5227,3.00598,0.000216115,0.000216115,0.000216115
31,652.808,1.26788,2.65096,1.37746,0.05165,1,0.05853,0.02119,1.84779,14.9559,3.12073,0.000216493,0.000216493,0.000216493
1,22.9244,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
1,109.946,3.494,15.0774,3.63291,0.00641,1,0.03431,0.01393,1.75455,5.52517,2.80047,0,0,0
2,117.745,2.73482,4.33979,2.80627,0.00633,1,0.04975,0.02373,1.77167,5.8931,2.7879,1.40542e-05,1.40542e-05,1.40542e-05
3,124.658,1.8298,6.16402,2.25732,0.00617,1,0.11056,0.05064,1.7598,6.29454,2.72956,2.76369e-05,2.76369e-05,2.76369e-05
4,132.196,2.2453,5.48032,2.16239,0.00581,1,0.0995,0.0426,1.69414,7.78659,2.63926,4.07479e-05,4.07479e-05,4.07479e-05
5,139.554,2.0324,3.16768,2.46729,0.01064,1,0.03685,0.01106,1.6403,13.0935,2.54008,5.33874e-05,5.33874e-05,5.33874e-05
6,146.64,1.6048,2.72873,1.93955,0.01064,1,0.03685,0.01106,1.55929,37.8166,2.41928,6.55554e-05,6.55554e-05,6.55554e-05
7,153.51,1.88036,3.40834,2.04299,0.01064,1,0.03685,0.01106,1.42396,91.1799,2.26482,7.72517e-05,7.72517e-05,7.72517e-05
8,161.071,2.02113,2.6252,1.59509,0.01064,1,0.03685,0.01106,1.57751,132.443,2.18525,8.84765e-05,8.84765e-05,8.84765e-05
9,167.562,1.37981,3.67165,1.51494,0.01064,1,0.03685,0.01106,1.65529,76.5182,2.15335,9.92298e-05,9.92298e-05,9.92298e-05
10,176.96,1.24327,2.19662,1.67364,0.01064,1,0.03685,0.01106,1.71649,38.0928,2.10658,0.000109511,0.000109511,0.000109511
11,187.29,2.10562,1.71057,1.67164,0.01064,1,0.03685,0.01106,1.62902,24.025,2.07545,0.000119322,0.000119322,0.000119322
12,196.189,0.96415,2.51004,1.47753,0.02,1,0.0199,0.00597,1.59158,13.4357,2.00635,0.00012866,0.00012866,0.00012866
13,202.673,1.41515,3.10967,1.78892,0.00971,1,0.02926,0.00585,1.51364,11.4601,1.90882,0.000137527,0.000137527,0.000137527
14,208.943,1.7485,2.69179,2.35233,0.00637,1,0.02163,0.01004,1.51806,9.75685,1.85587,0.000145922,0.000145922,0.000145922
